Image,Annotations
ade20k/ADE_train_00015039.jpg,ade20k/ADE_train_00015039_object.png
ade20k/ADE_train_00010072.jpg,ade20k/ADE_train_00010072_object.png
ade20k/ADE_val_00000710.jpg,ade20k/ADE_val_00000710_object.png
ade20k/ADE_train_00015939.jpg,ade20k/ADE_train_00015939_object.png
ade20k/ADE_train_00014334.jpg,ade20k/ADE_train_00014334_object.png
ade20k/ADE_train_00019151.jpg,ade20k/ADE_train_00019151_object.png
ade20k/ADE_train_00013533.jpg,ade20k/ADE_train_00013533_object.png
ade20k/ADE_train_00012693.jpg,ade20k/ADE_train_00012693_object.png
ade20k/ADE_train_00018563.jpg,ade20k/ADE_train_00018563_object.png
ade20k/ADE_train_00019153.jpg,ade20k/ADE_train_00019153_object.png
ade20k/ADE_train_00015835.jpg,ade20k/ADE_train_00015835_object.png
ade20k/ADE_train_00015833.jpg,ade20k/ADE_train_00015833_object.png
ade20k/ADE_train_00015589.jpg,ade20k/ADE_train_00015589_object.png
ade20k/ADE_train_00009503.jpg,ade20k/ADE_train_00009503_object.png
ade20k/ADE_train_00015938.jpg,ade20k/ADE_train_00015938_object.png
ade20k/ADE_train_00015292.jpg,ade20k/ADE_train_00015292_object.png
ade20k/ADE_train_00015828.jpg,ade20k/ADE_train_00015828_object.png
ade20k/ADE_val_00000785.jpg,ade20k/ADE_val_00000785_object.png
ade20k/ADE_train_00014436.jpg,ade20k/ADE_train_00014436_object.png
ade20k/ADE_train_00014233.jpg,ade20k/ADE_train_00014233_object.png
pascal/2009_000198.jpg,pascal/2009_000198_object.png
ade20k/ADE_train_00015293.jpg,ade20k/ADE_train_00015293_object.png
ade20k/ADE_train_00019152.jpg,ade20k/ADE_train_00019152_object.png
ade20k/ADE_train_00019148.jpg,ade20k/ADE_train_00019148_object.png
ade20k/ADE_train_00002204.jpg,ade20k/ADE_train_00002204_object.png
ade20k/ADE_val_00001703.jpg,ade20k/ADE_val_00001703_object.png
ade20k/ADE_train_00013581.jpg,ade20k/ADE_train_00013581_object.png
ade20k/ADE_train_00015289.jpg,ade20k/ADE_train_00015289_object.png
ade20k/ADE_train_00014279.jpg,ade20k/ADE_train_00014279_object.png
ade20k/ADE_train_00019045.jpg,ade20k/ADE_train_00019045_object.png
ade20k/ADE_train_00015288.jpg,ade20k/ADE_train_00015288_object.png
