Image,Annotations
ade20k/ADE_train_00010690.jpg,ade20k/ADE_train_00010690_object.png
ade20k/ADE_train_00010431.jpg,ade20k/ADE_train_00010431_object.png
ade20k/ADE_train_00003753.jpg,ade20k/ADE_train_00003753_object.png
ade20k/ADE_val_00001312.jpg,ade20k/ADE_val_00001312_object.png
ade20k/ADE_train_00002349.jpg,ade20k/ADE_train_00002349_object.png
ade20k/ADE_train_00007230.jpg,ade20k/ADE_train_00007230_object.png
ade20k/ADE_train_00002889.jpg,ade20k/ADE_train_00002889_object.png
ade20k/ADE_train_00002334.jpg,ade20k/ADE_train_00002334_object.png
ade20k/ADE_train_00000415.jpg,ade20k/ADE_train_00000415_object.png
ade20k/ADE_train_00006897.jpg,ade20k/ADE_train_00006897_object.png
ade20k/ADE_train_00007081.jpg,ade20k/ADE_train_00007081_object.png
ade20k/ADE_train_00015172.jpg,ade20k/ADE_train_00015172_object.png
ade20k/ADE_train_00007213.jpg,ade20k/ADE_train_00007213_object.png
ade20k/ADE_train_00006903.jpg,ade20k/ADE_train_00006903_object.png
ade20k/ADE_train_00015185.jpg,ade20k/ADE_train_00015185_object.png
ade20k/ADE_train_00003202.jpg,ade20k/ADE_train_00003202_object.png
ade20k/ADE_train_00006849.jpg,ade20k/ADE_train_00006849_object.png
ade20k/ADE_train_00012299.jpg,ade20k/ADE_train_00012299_object.png
ade20k/ADE_train_00011217.jpg,ade20k/ADE_train_00011217_object.png
ade20k/ADE_train_00016059.jpg,ade20k/ADE_train_00016059_object.png
ade20k/ADE_val_00001950.jpg,ade20k/ADE_val_00001950_object.png
ade20k/ADE_train_00008295.jpg,ade20k/ADE_train_00008295_object.png
ade20k/ADE_train_00015161.jpg,ade20k/ADE_train_00015161_object.png
ade20k/ADE_train_00015154.jpg,ade20k/ADE_train_00015154_object.png
ade20k/ADE_train_00006881.jpg,ade20k/ADE_train_00006881_object.png
ade20k/ADE_train_00006927.jpg,ade20k/ADE_train_00006927_object.png
ade20k/ADE_train_00008642.jpg,ade20k/ADE_train_00008642_object.png
ade20k/ADE_train_00004845.jpg,ade20k/ADE_train_00004845_object.png
ade20k/ADE_train_00002971.jpg,ade20k/ADE_train_00002971_object.png
ade20k/ADE_train_00000663.jpg,ade20k/ADE_train_00000663_object.png
ade20k/ADE_train_00002927.jpg,ade20k/ADE_train_00002927_object.png
ade20k/ADE_train_00008710.jpg,ade20k/ADE_train_00008710_object.png
ade20k/ADE_train_00003916.jpg,ade20k/ADE_train_00003916_object.png
ade20k/ADE_train_00005305.jpg,ade20k/ADE_train_00005305_object.png
ade20k/ADE_train_00003163.jpg,ade20k/ADE_train_00003163_object.png
ade20k/ADE_train_00005292.jpg,ade20k/ADE_train_00005292_object.png
ade20k/ADE_train_00006959.jpg,ade20k/ADE_train_00006959_object.png
ade20k/ADE_train_00006749.jpg,ade20k/ADE_train_00006749_object.png
ade20k/ADE_train_00007079.jpg,ade20k/ADE_train_00007079_object.png
ade20k/ADE_train_00007232.jpg,ade20k/ADE_train_00007232_object.png
ade20k/ADE_train_00011298.jpg,ade20k/ADE_train_00011298_object.png
ade20k/ADE_train_00016302.jpg,ade20k/ADE_train_00016302_object.png
ade20k/ADE_train_00007220.jpg,ade20k/ADE_train_00007220_object.png
ade20k/ADE_train_00001481.jpg,ade20k/ADE_train_00001481_object.png
ade20k/ADE_train_00006940.jpg,ade20k/ADE_train_00006940_object.png
ade20k/ADE_val_00000067.jpg,ade20k/ADE_val_00000067_object.png
ade20k/ADE_train_00006901.jpg,ade20k/ADE_train_00006901_object.png
ade20k/ADE_train_00011277.jpg,ade20k/ADE_train_00011277_object.png
ade20k/ADE_train_00020049.jpg,ade20k/ADE_train_00020049_object.png
ade20k/ADE_train_00005394.jpg,ade20k/ADE_train_00005394_object.png
ade20k/ADE_train_00011352.jpg,ade20k/ADE_train_00011352_object.png
ade20k/ADE_val_00001523.jpg,ade20k/ADE_val_00001523_object.png
ade20k/ADE_train_00005395.jpg,ade20k/ADE_train_00005395_object.png
ade20k/ADE_train_00011284.jpg,ade20k/ADE_train_00011284_object.png
ade20k/ADE_train_00013732.jpg,ade20k/ADE_train_00013732_object.png
ade20k/ADE_train_00019757.jpg,ade20k/ADE_train_00019757_object.png
ade20k/ADE_train_00009872.jpg,ade20k/ADE_train_00009872_object.png
ade20k/ADE_train_00001799.jpg,ade20k/ADE_train_00001799_object.png
ade20k/ADE_train_00014182.jpg,ade20k/ADE_train_00014182_object.png
ade20k/ADE_val_00000319.jpg,ade20k/ADE_val_00000319_object.png
ade20k/ADE_train_00007239.jpg,ade20k/ADE_train_00007239_object.png
ade20k/ADE_val_00000463.jpg,ade20k/ADE_val_00000463_object.png
ade20k/ADE_train_00006921.jpg,ade20k/ADE_train_00006921_object.png
ade20k/ADE_train_00011557.jpg,ade20k/ADE_train_00011557_object.png
ade20k/ADE_train_00005393.jpg,ade20k/ADE_train_00005393_object.png
ade20k/ADE_train_00009366.jpg,ade20k/ADE_train_00009366_object.png
ade20k/ADE_train_00000875.jpg,ade20k/ADE_train_00000875_object.png
ade20k/ADE_train_00007186.jpg,ade20k/ADE_train_00007186_object.png
ade20k/ADE_train_00000706.jpg,ade20k/ADE_train_00000706_object.png
ade20k/ADE_train_00007049.jpg,ade20k/ADE_train_00007049_object.png
ade20k/ADE_train_00020028.jpg,ade20k/ADE_train_00020028_object.png
ade20k/ADE_train_00005556.jpg,ade20k/ADE_train_00005556_object.png
ade20k/ADE_train_00002343.jpg,ade20k/ADE_train_00002343_object.png
ade20k/ADE_train_00011320.jpg,ade20k/ADE_train_00011320_object.png
ade20k/ADE_train_00005289.jpg,ade20k/ADE_train_00005289_object.png
ade20k/ADE_train_00000919.jpg,ade20k/ADE_train_00000919_object.png
ade20k/ADE_train_00005559.jpg,ade20k/ADE_train_00005559_object.png
ade20k/ADE_val_00001513.jpg,ade20k/ADE_val_00001513_object.png
ade20k/ADE_train_00016057.jpg,ade20k/ADE_train_00016057_object.png
ade20k/ADE_val_00000965.jpg,ade20k/ADE_val_00000965_object.png
