Image,Annotations
ade20k/ADE_val_00001382.jpg,ade20k/ADE_val_00001382_object.png
ade20k/ADE_val_00000382.jpg,ade20k/ADE_val_00000382_object.png
ade20k/ADE_train_00013672.jpg,ade20k/ADE_train_00013672_object.png
ade20k/ADE_train_00008535.jpg,ade20k/ADE_train_00008535_object.png
ade20k/ADE_train_00008532.jpg,ade20k/ADE_train_00008532_object.png
ade20k/ADE_train_00008525.jpg,ade20k/ADE_train_00008525_object.png
ade20k/ADE_train_00008518.jpg,ade20k/ADE_train_00008518_object.png
ade20k/ADE_train_00008530.jpg,ade20k/ADE_train_00008530_object.png
ade20k/ADE_train_00008526.jpg,ade20k/ADE_train_00008526_object.png
ade20k/ADE_train_00008529.jpg,ade20k/ADE_train_00008529_object.png
ade20k/ADE_train_00008536.jpg,ade20k/ADE_train_00008536_object.png
ade20k/ADE_train_00008523.jpg,ade20k/ADE_train_00008523_object.png
ade20k/ADE_train_00008519.jpg,ade20k/ADE_train_00008519_object.png
ade20k/ADE_val_00000633.jpg,ade20k/ADE_val_00000633_object.png
ade20k/ADE_train_00008533.jpg,ade20k/ADE_train_00008533_object.png
ade20k/ADE_train_00008517.jpg,ade20k/ADE_train_00008517_object.png
ade20k/ADE_train_00008524.jpg,ade20k/ADE_train_00008524_object.png
ade20k/ADE_train_00014867.jpg,ade20k/ADE_train_00014867_object.png
