Image,Annotations
ade20k/ADE_train_00005699.jpg,ade20k/ADE_train_00005699_object.png
ade20k/ADE_train_00004618.jpg,ade20k/ADE_train_00004618_object.png
ade20k/ADE_train_00004725.jpg,ade20k/ADE_train_00004725_object.png
ade20k/ADE_val_00001787.jpg,ade20k/ADE_val_00001787_object.png
ade20k/ADE_train_00013376.jpg,ade20k/ADE_train_00013376_object.png
ade20k/ADE_train_00001536.jpg,ade20k/ADE_train_00001536_object.png
ade20k/ADE_train_00013054.jpg,ade20k/ADE_train_00013054_object.png
ade20k/ADE_train_00015432.jpg,ade20k/ADE_train_00015432_object.png
ade20k/ADE_train_00011912.jpg,ade20k/ADE_train_00011912_object.png
ade20k/ADE_train_00016209.jpg,ade20k/ADE_train_00016209_object.png
ade20k/ADE_train_00015690.jpg,ade20k/ADE_train_00015690_object.png
ade20k/ADE_train_00012413.jpg,ade20k/ADE_train_00012413_object.png
ade20k/ADE_train_00015436.jpg,ade20k/ADE_train_00015436_object.png
ade20k/ADE_train_00005263.jpg,ade20k/ADE_train_00005263_object.png
ade20k/ADE_train_00005681.jpg,ade20k/ADE_train_00005681_object.png
ade20k/ADE_val_00001235.jpg,ade20k/ADE_val_00001235_object.png
ade20k/ADE_train_00005680.jpg,ade20k/ADE_train_00005680_object.png
ade20k/ADE_train_00005684.jpg,ade20k/ADE_train_00005684_object.png
ade20k/ADE_train_00011924.jpg,ade20k/ADE_train_00011924_object.png
ade20k/ADE_train_00013860.jpg,ade20k/ADE_train_00013860_object.png
ade20k/ADE_train_00015006.jpg,ade20k/ADE_train_00015006_object.png
ade20k/ADE_train_00000997.jpg,ade20k/ADE_train_00000997_object.png
ade20k/ADE_val_00001868.jpg,ade20k/ADE_val_00001868_object.png
ade20k/ADE_train_00005692.jpg,ade20k/ADE_train_00005692_object.png
ade20k/ADE_train_00004797.jpg,ade20k/ADE_train_00004797_object.png
ade20k/ADE_train_00004809.jpg,ade20k/ADE_train_00004809_object.png
ade20k/ADE_train_00012599.jpg,ade20k/ADE_train_00012599_object.png
ade20k/ADE_train_00012433.jpg,ade20k/ADE_train_00012433_object.png
ade20k/ADE_train_00002504.jpg,ade20k/ADE_train_00002504_object.png
ade20k/ADE_train_00019037.jpg,ade20k/ADE_train_00019037_object.png
ade20k/ADE_train_00011847.jpg,ade20k/ADE_train_00011847_object.png
ade20k/ADE_train_00004754.jpg,ade20k/ADE_train_00004754_object.png
ade20k/ADE_train_00019263.jpg,ade20k/ADE_train_00019263_object.png
ade20k/ADE_train_00000975.jpg,ade20k/ADE_train_00000975_object.png
ade20k/ADE_train_00001510.jpg,ade20k/ADE_train_00001510_object.png
ade20k/ADE_train_00001523.jpg,ade20k/ADE_train_00001523_object.png
ade20k/ADE_train_00005703.jpg,ade20k/ADE_train_00005703_object.png
ade20k/ADE_train_00005695.jpg,ade20k/ADE_train_00005695_object.png
ade20k/ADE_train_00001522.jpg,ade20k/ADE_train_00001522_object.png
ade20k/ADE_train_00016267.jpg,ade20k/ADE_train_00016267_object.png
ade20k/ADE_val_00000544.jpg,ade20k/ADE_val_00000544_object.png
ade20k/ADE_train_00011829.jpg,ade20k/ADE_train_00011829_object.png
ade20k/ADE_train_00019261.jpg,ade20k/ADE_train_00019261_object.png
ade20k/ADE_val_00000909.jpg,ade20k/ADE_val_00000909_object.png
ade20k/ADE_train_00014357.jpg,ade20k/ADE_train_00014357_object.png
ade20k/ADE_train_00015810.jpg,ade20k/ADE_train_00015810_object.png
ade20k/ADE_train_00006271.jpg,ade20k/ADE_train_00006271_object.png
ade20k/ADE_train_00019058.jpg,ade20k/ADE_train_00019058_object.png
ade20k/ADE_train_00013714.jpg,ade20k/ADE_train_00013714_object.png
ade20k/ADE_train_00011685.jpg,ade20k/ADE_train_00011685_object.png
ade20k/ADE_train_00005540.jpg,ade20k/ADE_train_00005540_object.png
ade20k/ADE_train_00020047.jpg,ade20k/ADE_train_00020047_object.png
ade20k/ADE_train_00005087.jpg,ade20k/ADE_train_00005087_object.png
ade20k/ADE_val_00000923.jpg,ade20k/ADE_val_00000923_object.png
ade20k/ADE_train_00015636.jpg,ade20k/ADE_train_00015636_object.png
ade20k/ADE_train_00005693.jpg,ade20k/ADE_train_00005693_object.png
ade20k/ADE_train_00002391.jpg,ade20k/ADE_train_00002391_object.png
ade20k/ADE_train_00006422.jpg,ade20k/ADE_train_00006422_object.png
ade20k/ADE_train_00010971.jpg,ade20k/ADE_train_00010971_object.png
ade20k/ADE_train_00001869.jpg,ade20k/ADE_train_00001869_object.png
ade20k/ADE_train_00001527.jpg,ade20k/ADE_train_00001527_object.png
