Image,Annotations
ade20k/ADE_train_00004501.jpg,ade20k/ADE_train_00004501_object.png
ade20k/ADE_train_00004494.jpg,ade20k/ADE_train_00004494_object.png
ade20k/ADE_train_00004490.jpg,ade20k/ADE_train_00004490_object.png
ade20k/ADE_train_00004482.jpg,ade20k/ADE_train_00004482_object.png
ade20k/ADE_train_00004488.jpg,ade20k/ADE_train_00004488_object.png
ade20k/ADE_train_00004484.jpg,ade20k/ADE_train_00004484_object.png
ade20k/ADE_train_00004497.jpg,ade20k/ADE_train_00004497_object.png
ade20k/ADE_train_00004489.jpg,ade20k/ADE_train_00004489_object.png
ade20k/ADE_train_00004481.jpg,ade20k/ADE_train_00004481_object.png
ade20k/ADE_train_00013457.jpg,ade20k/ADE_train_00013457_object.png
ade20k/ADE_train_00004483.jpg,ade20k/ADE_train_00004483_object.png
