Image,Annotations
ade20k/ADE_train_00018578.jpg,ade20k/ADE_train_00018578_object.png
ade20k/ADE_train_00018421.jpg,ade20k/ADE_train_00018421_object.png
ade20k/ADE_train_00018138.jpg,ade20k/ADE_train_00018138_object.png
ade20k/ADE_train_00018171.jpg,ade20k/ADE_train_00018171_object.png
ade20k/ADE_train_00018449.jpg,ade20k/ADE_train_00018449_object.png
pascal/2008_007664.jpg,pascal/2008_007664_object.png
pascal/2008_003228.jpg,pascal/2008_003228_object.png
ade20k/ADE_train_00007984.jpg,ade20k/ADE_train_00007984_object.png
pascal/2008_003448.jpg,pascal/2008_003448_object.png
pascal/2009_004221.jpg,pascal/2009_004221_object.png
ade20k/ADE_train_00017625.jpg,ade20k/ADE_train_00017625_object.png
ade20k/ADE_train_00012583.jpg,ade20k/ADE_train_00012583_object.png
pascal/2008_006192.jpg,pascal/2008_006192_object.png
ade20k/ADE_train_00017998.jpg,ade20k/ADE_train_00017998_object.png
ade20k/ADE_train_00017964.jpg,ade20k/ADE_train_00017964_object.png
ade20k/ADE_train_00017072.jpg,ade20k/ADE_train_00017072_object.png
ade20k/ADE_train_00009862.jpg,ade20k/ADE_train_00009862_object.png
ade20k/ADE_train_00018204.jpg,ade20k/ADE_train_00018204_object.png
ade20k/ADE_train_00018352.jpg,ade20k/ADE_train_00018352_object.png
pascal/2009_000472.jpg,pascal/2009_000472_object.png
ade20k/ADE_train_00017774.jpg,ade20k/ADE_train_00017774_object.png
ade20k/ADE_train_00001594.jpg,ade20k/ADE_train_00001594_object.png
pascal/2010_001680.jpg,pascal/2010_001680_object.png
ade20k/ADE_train_00017050.jpg,ade20k/ADE_train_00017050_object.png
ade20k/ADE_train_00018562.jpg,ade20k/ADE_train_00018562_object.png
pascal/2008_002458.jpg,pascal/2008_002458_object.png
ade20k/ADE_train_00017590.jpg,ade20k/ADE_train_00017590_object.png
ade20k/ADE_train_00018188.jpg,ade20k/ADE_train_00018188_object.png
ade20k/ADE_train_00017351.jpg,ade20k/ADE_train_00017351_object.png
ade20k/ADE_train_00015965.jpg,ade20k/ADE_train_00015965_object.png
ade20k/ADE_train_00017725.jpg,ade20k/ADE_train_00017725_object.png
pascal/2008_000878.jpg,pascal/2008_000878_object.png
pascal/2008_003557.jpg,pascal/2008_003557_object.png
ade20k/ADE_train_00018116.jpg,ade20k/ADE_train_00018116_object.png
ade20k/ADE_train_00017623.jpg,ade20k/ADE_train_00017623_object.png
ade20k/ADE_train_00017818.jpg,ade20k/ADE_train_00017818_object.png
ade20k/ADE_val_00001840.jpg,ade20k/ADE_val_00001840_object.png
pascal/2008_006039.jpg,pascal/2008_006039_object.png
pascal/2008_008440.jpg,pascal/2008_008440_object.png
ade20k/ADE_train_00017678.jpg,ade20k/ADE_train_00017678_object.png
pascal/2008_004284.jpg,pascal/2008_004284_object.png
ade20k/ADE_train_00018241.jpg,ade20k/ADE_train_00018241_object.png
ade20k/ADE_train_00011588.jpg,ade20k/ADE_train_00011588_object.png
ade20k/ADE_train_00014306.jpg,ade20k/ADE_train_00014306_object.png
ade20k/ADE_train_00017413.jpg,ade20k/ADE_train_00017413_object.png
ade20k/ADE_train_00017618.jpg,ade20k/ADE_train_00017618_object.png
pascal/2008_000398.jpg,pascal/2008_000398_object.png
ade20k/ADE_train_00018129.jpg,ade20k/ADE_train_00018129_object.png
ade20k/ADE_train_00018621.jpg,ade20k/ADE_train_00018621_object.png
ade20k/ADE_train_00011517.jpg,ade20k/ADE_train_00011517_object.png
ade20k/ADE_train_00017939.jpg,ade20k/ADE_train_00017939_object.png
ade20k/ADE_train_00007451.jpg,ade20k/ADE_train_00007451_object.png
ade20k/ADE_train_00017529.jpg,ade20k/ADE_train_00017529_object.png
pascal/2008_004758.jpg,pascal/2008_004758_object.png
ade20k/ADE_train_00017920.jpg,ade20k/ADE_train_00017920_object.png
ade20k/ADE_train_00013817.jpg,ade20k/ADE_train_00013817_object.png
ade20k/ADE_train_00017874.jpg,ade20k/ADE_train_00017874_object.png
ade20k/ADE_train_00017392.jpg,ade20k/ADE_train_00017392_object.png
ade20k/ADE_train_00008589.jpg,ade20k/ADE_train_00008589_object.png
pascal/2010_005192.jpg,pascal/2010_005192_object.png
ade20k/ADE_train_00011511.jpg,ade20k/ADE_train_00011511_object.png
ade20k/ADE_train_00017610.jpg,ade20k/ADE_train_00017610_object.png
ade20k/ADE_train_00018064.jpg,ade20k/ADE_train_00018064_object.png
ade20k/ADE_train_00017878.jpg,ade20k/ADE_train_00017878_object.png
ade20k/ADE_train_00017261.jpg,ade20k/ADE_train_00017261_object.png
ade20k/ADE_train_00017663.jpg,ade20k/ADE_train_00017663_object.png
ade20k/ADE_train_00017612.jpg,ade20k/ADE_train_00017612_object.png
ade20k/ADE_train_00017571.jpg,ade20k/ADE_train_00017571_object.png
pascal/2008_001706.jpg,pascal/2008_001706_object.png
ade20k/ADE_train_00018618.jpg,ade20k/ADE_train_00018618_object.png
ade20k/ADE_train_00018598.jpg,ade20k/ADE_train_00018598_object.png
ade20k/ADE_train_00018329.jpg,ade20k/ADE_train_00018329_object.png
ade20k/ADE_train_00017485.jpg,ade20k/ADE_train_00017485_object.png
ade20k/ADE_val_00000660.jpg,ade20k/ADE_val_00000660_object.png
ade20k/ADE_train_00017701.jpg,ade20k/ADE_train_00017701_object.png
