Image,Annotations
ade20k/ADE_train_00007314.jpg,ade20k/ADE_train_00007314_part_1.png
ade20k/ADE_val_00000564.jpg,ade20k/ADE_val_00000564_part_1.png
ade20k/ADE_train_00011923.jpg,ade20k/ADE_train_00011923_part_1.png
ade20k/ADE_train_00011616.jpg,ade20k/ADE_train_00011616_part_1.png
ade20k/ADE_train_00012842.jpg,ade20k/ADE_train_00012842_part_1.png
ade20k/ADE_train_00014961.jpg,ade20k/ADE_train_00014961_part_1.png
ade20k/ADE_val_00001710.jpg,ade20k/ADE_val_00001710_part_1.png
ade20k/ADE_train_00009833.jpg,ade20k/ADE_train_00009833_part_1.png
ade20k/ADE_val_00000547.jpg,ade20k/ADE_val_00000547_part_1.png
ade20k/ADE_train_00019266.jpg,ade20k/ADE_train_00019266_part_1.png
ade20k/ADE_train_00006399.jpg,ade20k/ADE_train_00006399_part_1.png
ade20k/ADE_train_00012407.jpg,ade20k/ADE_train_00012407_part_1.png
ade20k/ADE_train_00000990.jpg,ade20k/ADE_train_00000990_part_1.png
ade20k/ADE_train_00017252.jpg,ade20k/ADE_train_00017252_part_1.png
ade20k/ADE_train_00011839.jpg,ade20k/ADE_train_00011839_part_1.png
ade20k/ADE_train_00005273.jpg,ade20k/ADE_train_00005273_object.png
ade20k/ADE_train_00019262.jpg,ade20k/ADE_train_00019262_object.png
ade20k/ADE_train_00013506.jpg,ade20k/ADE_train_00013506_object.png
ade20k/ADE_train_00012426.jpg,ade20k/ADE_train_00012426_object.png
ade20k/ADE_train_00019252.jpg,ade20k/ADE_train_00019252_object.png
ade20k/ADE_train_00019305.jpg,ade20k/ADE_train_00019305_object.png
ade20k/ADE_train_00017417.jpg,ade20k/ADE_train_00017417_object.png
ade20k/ADE_train_00013974.jpg,ade20k/ADE_train_00013974_object.png
ade20k/ADE_train_00004419.jpg,ade20k/ADE_train_00004419_object.png
ade20k/ADE_train_00015993.jpg,ade20k/ADE_train_00015993_object.png
ade20k/ADE_train_00018755.jpg,ade20k/ADE_train_00018755_object.png
ade20k/ADE_train_00016494.jpg,ade20k/ADE_train_00016494_object.png
ade20k/ADE_val_00000865.jpg,ade20k/ADE_val_00000865_object.png
ade20k/ADE_train_00005259.jpg,ade20k/ADE_train_00005259_object.png
ade20k/ADE_train_00019257.jpg,ade20k/ADE_train_00019257_object.png
ade20k/ADE_train_00019234.jpg,ade20k/ADE_train_00019234_object.png
ade20k/ADE_train_00019246.jpg,ade20k/ADE_train_00019246_object.png
ade20k/ADE_train_00019236.jpg,ade20k/ADE_train_00019236_object.png
ade20k/ADE_train_00019254.jpg,ade20k/ADE_train_00019254_object.png
ade20k/ADE_train_00005311.jpg,ade20k/ADE_train_00005311_object.png
ade20k/ADE_train_00015434.jpg,ade20k/ADE_train_00015434_object.png
ade20k/ADE_train_00018777.jpg,ade20k/ADE_train_00018777_object.png
ade20k/ADE_train_00018522.jpg,ade20k/ADE_train_00018522_object.png
ade20k/ADE_train_00008895.jpg,ade20k/ADE_train_00008895_object.png
ade20k/ADE_train_00009112.jpg,ade20k/ADE_train_00009112_object.png
ade20k/ADE_train_00012743.jpg,ade20k/ADE_train_00012743_object.png
ade20k/ADE_train_00005219.jpg,ade20k/ADE_train_00005219_object.png
ade20k/ADE_train_00007451.jpg,ade20k/ADE_train_00007451_object.png
ade20k/ADE_train_00005237.jpg,ade20k/ADE_train_00005237_object.png
ade20k/ADE_train_00006200.jpg,ade20k/ADE_train_00006200_object.png
ade20k/ADE_val_00000537.jpg,ade20k/ADE_val_00000537_object.png
ade20k/ADE_val_00001637.jpg,ade20k/ADE_val_00001637_object.png
ade20k/ADE_val_00001019.jpg,ade20k/ADE_val_00001019_object.png
ade20k/ADE_train_00019974.jpg,ade20k/ADE_train_00019974_object.png
ade20k/ADE_train_00016590.jpg,ade20k/ADE_train_00016590_object.png
ade20k/ADE_train_00019267.jpg,ade20k/ADE_train_00019267_object.png
ade20k/ADE_train_00007426.jpg,ade20k/ADE_train_00007426_object.png
ade20k/ADE_train_00001539.jpg,ade20k/ADE_train_00001539_object.png
ade20k/ADE_train_00019242.jpg,ade20k/ADE_train_00019242_object.png
ade20k/ADE_train_00016479.jpg,ade20k/ADE_train_00016479_object.png
ade20k/ADE_train_00019248.jpg,ade20k/ADE_train_00019248_object.png
ade20k/ADE_train_00008247.jpg,ade20k/ADE_train_00008247_object.png
ade20k/ADE_train_00003073.jpg,ade20k/ADE_train_00003073_object.png
ade20k/ADE_train_00001392.jpg,ade20k/ADE_train_00001392_object.png
ade20k/ADE_train_00013855.jpg,ade20k/ADE_train_00013855_object.png
ade20k/ADE_train_00001384.jpg,ade20k/ADE_train_00001384_object.png
ade20k/ADE_val_00000548.jpg,ade20k/ADE_val_00000548_object.png
ade20k/ADE_train_00012535.jpg,ade20k/ADE_train_00012535_object.png
ade20k/ADE_train_00016377.jpg,ade20k/ADE_train_00016377_object.png
ade20k/ADE_train_00004429.jpg,ade20k/ADE_train_00004429_object.png
ade20k/ADE_train_00019259.jpg,ade20k/ADE_train_00019259_object.png
ade20k/ADE_train_00019253.jpg,ade20k/ADE_train_00019253_object.png
ade20k/ADE_train_00017066.jpg,ade20k/ADE_train_00017066_object.png
ade20k/ADE_train_00009837.jpg,ade20k/ADE_train_00009837_object.png
ade20k/ADE_train_00018783.jpg,ade20k/ADE_train_00018783_object.png
ade20k/ADE_train_00019788.jpg,ade20k/ADE_train_00019788_object.png
ade20k/ADE_train_00005319.jpg,ade20k/ADE_train_00005319_object.png
ade20k/ADE_train_00006193.jpg,ade20k/ADE_train_00006193_object.png
ade20k/ADE_train_00019245.jpg,ade20k/ADE_train_00019245_object.png
ade20k/ADE_train_00019806.jpg,ade20k/ADE_train_00019806_object.png
ade20k/ADE_train_00017519.jpg,ade20k/ADE_train_00017519_object.png
ade20k/ADE_train_00006199.jpg,ade20k/ADE_train_00006199_object.png
ade20k/ADE_train_00004544.jpg,ade20k/ADE_train_00004544_object.png
ade20k/ADE_train_00008706.jpg,ade20k/ADE_train_00008706_object.png
ade20k/ADE_train_00009202.jpg,ade20k/ADE_train_00009202_object.png
ade20k/ADE_train_00016971.jpg,ade20k/ADE_train_00016971_object.png
ade20k/ADE_train_00011615.jpg,ade20k/ADE_train_00011615_object.png
ade20k/ADE_train_00012254.jpg,ade20k/ADE_train_00012254_object.png
ade20k/ADE_val_00001890.jpg,ade20k/ADE_val_00001890_object.png
ade20k/ADE_train_00018139.jpg,ade20k/ADE_train_00018139_object.png
ade20k/ADE_val_00000973.jpg,ade20k/ADE_val_00000973_object.png
