Image,Annotations
ade20k/ADE_train_00015296.jpg,ade20k/ADE_train_00015296_part_1.png
ade20k/ADE_train_00016101.jpg,ade20k/ADE_train_00016101_object.png
ade20k/ADE_train_00005650.jpg,ade20k/ADE_train_00005650_object.png
ade20k/ADE_train_00010609.jpg,ade20k/ADE_train_00010609_object.png
ade20k/ADE_train_00005555.jpg,ade20k/ADE_train_00005555_object.png
ade20k/ADE_train_00010996.jpg,ade20k/ADE_train_00010996_object.png
ade20k/ADE_train_00017553.jpg,ade20k/ADE_train_00017553_object.png
ade20k/ADE_train_00008277.jpg,ade20k/ADE_train_00008277_object.png
ade20k/ADE_train_00006084.jpg,ade20k/ADE_train_00006084_object.png
ade20k/ADE_train_00012215.jpg,ade20k/ADE_train_00012215_object.png
ade20k/ADE_val_00001822.jpg,ade20k/ADE_val_00001822_object.png
ade20k/ADE_train_00008981.jpg,ade20k/ADE_train_00008981_object.png
pascal/2008_006969.jpg,pascal/2008_006969_object.png
ade20k/ADE_train_00007463.jpg,ade20k/ADE_train_00007463_object.png
ade20k/ADE_train_00018148.jpg,ade20k/ADE_train_00018148_object.png
ade20k/ADE_train_00004338.jpg,ade20k/ADE_train_00004338_object.png
ade20k/ADE_train_00009507.jpg,ade20k/ADE_train_00009507_object.png
ade20k/ADE_train_00015603.jpg,ade20k/ADE_train_00015603_object.png
pascal/2008_003320.jpg,pascal/2008_003320_object.png
ade20k/ADE_train_00005429.jpg,ade20k/ADE_train_00005429_object.png
ade20k/ADE_train_00015049.jpg,ade20k/ADE_train_00015049_object.png
ade20k/ADE_val_00001856.jpg,ade20k/ADE_val_00001856_object.png
ade20k/ADE_train_00011553.jpg,ade20k/ADE_train_00011553_object.png
pascal/2008_006873.jpg,pascal/2008_006873_object.png
ade20k/ADE_train_00014699.jpg,ade20k/ADE_train_00014699_object.png
ade20k/ADE_train_00005288.jpg,ade20k/ADE_train_00005288_object.png
ade20k/ADE_train_00014860.jpg,ade20k/ADE_train_00014860_object.png
ade20k/ADE_train_00007503.jpg,ade20k/ADE_train_00007503_object.png
ade20k/ADE_train_00014941.jpg,ade20k/ADE_train_00014941_object.png
pascal/2009_000593.jpg,pascal/2009_000593_object.png
ade20k/ADE_train_00017278.jpg,ade20k/ADE_train_00017278_object.png
ade20k/ADE_train_00010611.jpg,ade20k/ADE_train_00010611_object.png
ade20k/ADE_train_00001132.jpg,ade20k/ADE_train_00001132_object.png
ade20k/ADE_train_00006933.jpg,ade20k/ADE_train_00006933_object.png
pascal/2008_007917.jpg,pascal/2008_007917_object.png
ade20k/ADE_train_00012723.jpg,ade20k/ADE_train_00012723_object.png
pascal/2010_001142.jpg,pascal/2010_001142_object.png
ade20k/ADE_train_00014701.jpg,ade20k/ADE_train_00014701_object.png
ade20k/ADE_train_00008268.jpg,ade20k/ADE_train_00008268_object.png
pascal/2008_008203.jpg,pascal/2008_008203_object.png
pascal/2009_003771.jpg,pascal/2009_003771_object.png
ade20k/ADE_train_00008957.jpg,ade20k/ADE_train_00008957_object.png
ade20k/ADE_train_00008599.jpg,ade20k/ADE_train_00008599_object.png
ade20k/ADE_train_00013151.jpg,ade20k/ADE_train_00013151_object.png
ade20k/ADE_train_00018404.jpg,ade20k/ADE_train_00018404_object.png
ade20k/ADE_train_00016105.jpg,ade20k/ADE_train_00016105_object.png
ade20k/ADE_train_00008293.jpg,ade20k/ADE_train_00008293_object.png
ade20k/ADE_train_00004954.jpg,ade20k/ADE_train_00004954_object.png
ade20k/ADE_train_00015625.jpg,ade20k/ADE_train_00015625_object.png
ade20k/ADE_val_00001489.jpg,ade20k/ADE_val_00001489_object.png
ade20k/ADE_train_00006144.jpg,ade20k/ADE_train_00006144_object.png
ade20k/ADE_train_00004898.jpg,ade20k/ADE_train_00004898_object.png
ade20k/ADE_train_00001090.jpg,ade20k/ADE_train_00001090_object.png
ade20k/ADE_train_00007510.jpg,ade20k/ADE_train_00007510_object.png
ade20k/ADE_train_00006410.jpg,ade20k/ADE_train_00006410_object.png
ade20k/ADE_train_00011591.jpg,ade20k/ADE_train_00011591_object.png
ade20k/ADE_train_00001088.jpg,ade20k/ADE_train_00001088_object.png
ade20k/ADE_train_00015629.jpg,ade20k/ADE_train_00015629_object.png
pascal/2008_002158.jpg,pascal/2008_002158_object.png
pascal/2008_002718.jpg,pascal/2008_002718_object.png
pascal/2010_004162.jpg,pascal/2010_004162_object.png
pascal/2008_003749.jpg,pascal/2008_003749_object.png
ade20k/ADE_train_00005567.jpg,ade20k/ADE_train_00005567_object.png
ade20k/ADE_train_00013163.jpg,ade20k/ADE_train_00013163_object.png
ade20k/ADE_train_00012227.jpg,ade20k/ADE_train_00012227_object.png
ade20k/ADE_train_00019507.jpg,ade20k/ADE_train_00019507_object.png
ade20k/ADE_train_00002349.jpg,ade20k/ADE_train_00002349_object.png
ade20k/ADE_train_00008803.jpg,ade20k/ADE_train_00008803_object.png
ade20k/ADE_train_00018356.jpg,ade20k/ADE_train_00018356_object.png
ade20k/ADE_train_00005290.jpg,ade20k/ADE_train_00005290_object.png
ade20k/ADE_train_00003524.jpg,ade20k/ADE_train_00003524_object.png
ade20k/ADE_val_00001986.jpg,ade20k/ADE_val_00001986_object.png
ade20k/ADE_train_00004162.jpg,ade20k/ADE_train_00004162_object.png
ade20k/ADE_train_00004750.jpg,ade20k/ADE_train_00004750_object.png
ade20k/ADE_train_00019831.jpg,ade20k/ADE_train_00019831_object.png
ade20k/ADE_train_00006055.jpg,ade20k/ADE_train_00006055_object.png
ade20k/ADE_val_00001428.jpg,ade20k/ADE_val_00001428_object.png
ade20k/ADE_train_00019059.jpg,ade20k/ADE_train_00019059_object.png
ade20k/ADE_val_00000221.jpg,ade20k/ADE_val_00000221_object.png
ade20k/ADE_val_00001188.jpg,ade20k/ADE_val_00001188_object.png
ade20k/ADE_train_00014704.jpg,ade20k/ADE_train_00014704_object.png
ade20k/ADE_train_00012356.jpg,ade20k/ADE_train_00012356_object.png
ade20k/ADE_train_00018512.jpg,ade20k/ADE_train_00018512_object.png
ade20k/ADE_train_00018073.jpg,ade20k/ADE_train_00018073_object.png
ade20k/ADE_train_00018070.jpg,ade20k/ADE_train_00018070_object.png
ade20k/ADE_train_00008278.jpg,ade20k/ADE_train_00008278_object.png
ade20k/ADE_train_00012679.jpg,ade20k/ADE_train_00012679_object.png
ade20k/ADE_train_00016927.jpg,ade20k/ADE_train_00016927_object.png
pascal/2008_001385.jpg,pascal/2008_001385_object.png
ade20k/ADE_train_00015965.jpg,ade20k/ADE_train_00015965_object.png
pascal/2008_002169.jpg,pascal/2008_002169_object.png
pascal/2008_004419.jpg,pascal/2008_004419_object.png
ade20k/ADE_train_00011831.jpg,ade20k/ADE_train_00011831_object.png
ade20k/ADE_train_00000872.jpg,ade20k/ADE_train_00000872_object.png
ade20k/ADE_train_00017245.jpg,ade20k/ADE_train_00017245_object.png
ade20k/ADE_train_00012747.jpg,ade20k/ADE_train_00012747_object.png
ade20k/ADE_train_00015053.jpg,ade20k/ADE_train_00015053_object.png
ade20k/ADE_train_00002274.jpg,ade20k/ADE_train_00002274_object.png
ade20k/ADE_train_00012246.jpg,ade20k/ADE_train_00012246_object.png
pascal/2008_008480.jpg,pascal/2008_008480_object.png
ade20k/ADE_train_00005096.jpg,ade20k/ADE_train_00005096_object.png
ade20k/ADE_train_00014483.jpg,ade20k/ADE_train_00014483_object.png
ade20k/ADE_train_00003234.jpg,ade20k/ADE_train_00003234_object.png
ade20k/ADE_val_00001295.jpg,ade20k/ADE_val_00001295_object.png
ade20k/ADE_train_00019340.jpg,ade20k/ADE_train_00019340_object.png
ade20k/ADE_train_00019330.jpg,ade20k/ADE_train_00019330_object.png
pascal/2008_006936.jpg,pascal/2008_006936_object.png
ade20k/ADE_train_00011588.jpg,ade20k/ADE_train_00011588_object.png
ade20k/ADE_train_00017444.jpg,ade20k/ADE_train_00017444_object.png
pascal/2009_002983.jpg,pascal/2009_002983_object.png
ade20k/ADE_train_00004948.jpg,ade20k/ADE_train_00004948_object.png
ade20k/ADE_train_00014306.jpg,ade20k/ADE_train_00014306_object.png
ade20k/ADE_train_00006334.jpg,ade20k/ADE_train_00006334_object.png
ade20k/ADE_train_00008234.jpg,ade20k/ADE_train_00008234_object.png
ade20k/ADE_train_00019582.jpg,ade20k/ADE_train_00019582_object.png
